,Non-plasma B cells,Plasma B cells,CD4 T,CD8 T (GZMK high),CD8 T effector,DC,Endothelial Cells,Cancer Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Double-neg-like T,Monocytes
AP2S1,-0.237687,-0.186487,-0.0703006,-0.213568,0,0.350362,0,0,0,0,0.46873,-0.19835,-0.108175,0,-0.260981,0.364677
AP3M2,-0.116595,-0.209837,0.164692,0.215029,0,-0.147344,0,0,0,0,-0.173956,-0.217822,-0.0125765,0,0.58286,-0.220633
AP5B1,-0.0846196,-0.0737168,-0.075494,-0.0757927,0,-0.0600086,0,0,0,0,0.0087599,-0.0939825,-0.0768654,0.962702,-0.0845139,0.0362175
APAF1,-0.101712,-0.12047,-0.0776048,-0.0825563,0,0.0230272,0,0,0,0,0.0391122,-0.122278,-0.0542196,0.907378,-0.108215,0.157545
APBA1,-0.102699,-0.118387,-0.0795183,-0.10525,0,0.00291479,0,0,0,0,0.354666,-0.0688798,-0.116889,0,-0.0936486,-0.0761271
APBA2,-0.15687,-0.144269,-0.105687,0.412426,0,-0.152837,0,0,0,0,-0.15094,-0.1497,0.570088,0,0.273585,-0.162378
APBA3,-0.0122346,0.000944085,0.426385,0.111353,0,-0.0710006,0,0,0,0,-0.179353,-0.180785,0.111841,0,0.0492912,-0.154401
APBB1IP,-0.0405841,-0.157068,0.0647344,0.000200814,0,-0.0341022,0,0,0,0,0.148722,-0.158609,0.0309951,0.895374,-0.0290556,-0.0319075
APBB2,-0.106187,-0.129836,-0.137078,-0.135849,0,-0.11742,0.685492,0,0,0.426901,-0.0943126,-0.125763,-0.13723,0,-0.13965,-0.111896
APC,-0.117285,-0.112952,-0.107075,-0.10437,0,-0.091955,0,0,0,0,0.0701565,-0.092003,-0.0748394,0.843575,-0.122787,-0.000371557
APCDD1,-0.145634,-0.126814,-0.143985,-0.138811,0,-0.131344,0,0,0.512851,0.453022,-0.12049,-0.0779907,-0.145293,0,-0.140964,-0.120908
APCDD1L,-0.0550406,-0.0543185,-0.0521466,-0.0540541,0,-0.0520029,0,0,0.496801,0,-0.0498891,-0.0552659,-0.0362234,0,-0.0379986,-0.0512883
APEH,-0.171023,0.0914344,0.301079,0.0030528,0,0.0024449,0,0,0,0,-0.0261458,-0.165271,0.146839,0,-0.0891077,-0.0880375
APEX1,0.117558,-0.105965,-0.0421037,-0.204731,0,0.382377,0,0,0,0,0.181253,-0.0159381,-0.0744342,0,-0.0464102,-0.177378
APH1B,-0.129255,0.0395848,-0.155787,-0.133677,0,-0.0241272,0,0,0,0,0.387828,-0.0254527,-0.116046,0,-0.157888,0.183743
APIP,-0.0416847,0.00496134,-0.0651643,-0.137566,0,0.191187,0,0,0,0,0.387748,-0.0890005,-0.00511587,0,-0.154239,-0.0266682
APLN,-0.0628486,-0.0457394,-0.0607465,-0.0578231,0,-0.0582425,0.691759,0,0,0,-0.0326332,-0.0569815,-0.0550454,0,-0.0613655,-0.0542733
APLNR,-0.0730217,-0.0698586,-0.0728148,-0.0755591,0,-0.06918,0.964954,0,0,0,-0.069503,-0.0747003,-0.0724247,0,-0.0753618,-0.0683364
APLP1,-0.0730666,0.0567414,-0.0664036,-0.0827517,0,-0.0620456,0,0.597697,0,0,-0.000126299,-0.0867779,-0.0617334,0,-0.0818588,-0.0572556
APLP2,-0.209794,-0.227944,-0.161375,-0.237922,0,-0.101687,0,0,0,0,0.37742,-0.137647,-0.194229,0,-0.252085,0.431239
APMAP,-0.235657,-0.174233,-0.0345981,0.0979238,0,-0.102974,0,0,0,0,0.0592003,-0.180269,0.561696,0,-0.159848,-0.19633
APOA1,-0.0601615,-0.0520013,-0.0432797,-0.0511888,0,-0.0349071,0,0.652015,0,0,-0.0311601,-0.0547675,-0.0258754,0,-0.0604855,-0.0560397
APOA1BP,-0.0458591,0.670305,-0.00296415,-0.041604,0,-0.0825942,0,0,0,0,-0.171193,-0.0766349,0.0200376,0,-0.128381,-0.184053
APOA2,-0.0662318,-0.0540858,-0.0190805,-0.074905,0,-0.0196396,0,0.688007,0,0,0.0394041,-0.0742307,-0.0374332,0,-0.074457,-0.0564284
APOBEC1,-0.0466678,-0.0643545,-0.0613709,-0.0644627,0,-0.016644,0,0.634303,0,0,-0.0543465,-0.061504,-0.0664402,0,-0.066518,-0.060401
APOBEC3A,-0.100394,-0.0849056,-0.0974,-0.101927,0,-0.0549464,0,0,0,0,-0.0795151,-0.102692,-0.0950864,0.786103,-0.100069,0.530575
APOBEC3B,-0.0869444,0.211006,-0.0947814,-0.144842,0,-0.00767248,0,0,0,0,-0.0381274,-0.137126,-0.106272,0,-0.14556,0.503128
APOBEC3C,-0.0239814,-0.037357,0.349947,0.138741,0.737876,-0.0896757,0,0,0,0,-0.128768,-0.097338,0.274817,0,-0.11175,-0.103588
APOBEC3D,0.016619,-0.0548912,0.253672,0.309188,0.5641,-0.0955044,0,0,0,0,-0.15154,-0.167594,0.318267,0,-0.0172958,-0.142998
APOBEC3F,0.0260417,0.123906,0.226278,0.0963306,0.539769,-0.0648503,0,0,0,0,-0.102188,-0.106678,0.272613,0,-0.115626,-0.116255
APOBEC3G,-0.0817869,-0.0640769,0.110409,0.419205,0.579788,-0.110154,0,0,0,0,-0.144886,-0.164916,0.519598,0,-0.0765802,-0.135538
APOBEC3H,-0.13268,-0.10639,0.228237,0.455519,0.62167,-0.0907898,0,0,0,0,-0.134727,-0.143527,0.191279,0,0.000509088,-0.137976
APOBR,-0.114818,-0.116299,-0.0975877,-0.0896051,0,0.00947086,0,0,0,0,0.00312939,-0.0242861,0.0127377,0.956015,-0.0924107,0.0632964
APOC1,-0.0816081,-0.0709957,-0.0748844,-0.0732733,0,-0.0231092,0,0,0,0,0.987134,-0.0346144,-0.0800921,0,-0.078351,-0.0584998
APOC2,-0.0828506,-0.0781057,-0.0747948,-0.0775562,0,-0.0515014,0,0,0,0,0.951998,-0.0515078,-0.0707911,0,-0.0783886,-0.0725677
APOC3,-0.051176,-0.0264807,-0.0359497,-0.0566702,0,-0.0251362,0,0.593493,0,0,-0.0331347,-0.0555597,-0.0324977,0,-0.0541941,-0.0423247
APOC4,-0.0533184,-0.0484393,-0.0508113,-0.0526201,0,-0.0412636,0,0,0,0,0.455654,-0.03821,-0.0512311,0,-0.0527399,-0.0427417
APOC4-APOC2,-0.0649512,-0.057072,-0.0345565,-0.0664464,0,-0.0224316,0,0.657315,0,0,0.0434329,-0.0658426,-0.0494874,0,-0.0656062,-0.0551929
APOD,-0.0650129,-0.0632835,-0.0643616,-0.0627453,0,-0.0642653,0,0,0.906359,0,-0.0640462,-0.0604361,-0.0644863,0,-0.0654518,-0.0636341
APOE,-0.0885313,-0.0803862,-0.0878027,-0.0803361,0,-0.0455892,0,0,0,0,0.982536,-0.0648547,-0.0887065,0,-0.083748,-0.0753182
APOH,-0.0482886,-0.0477165,-0.0342983,-0.054705,0,-0.0331258,0,0.674252,0,0,-0.0172656,-0.0567731,-0.0476064,0,-0.0547334,-0.0500986
APOL1,-0.21136,-0.0606334,-0.0912454,-0.13301,0,-0.150508,0,0,0.553848,0,-0.141239,-0.221495,-0.0216115,0,-0.189579,-0.153013
APOL2,-0.194259,0.0147094,0.0153595,-0.0762044,0,-0.0665161,0,0,0,0,-0.123519,-0.165737,0.0731967,0.86288,-0.132412,-0.0857754
APOL4,-0.17495,-0.156494,-0.173163,-0.184205,0,0.406205,0,0,0,0,0.282578,-0.0121187,-0.0866926,0,-0.181321,-0.0560173
APOLD1,-0.093227,-0.0881008,-0.0280695,-0.0882851,0,-0.0994865,0.873633,0,0,0,-0.109262,-0.113112,-0.0884156,0,-0.0705094,-0.106668
APP,-0.115062,-0.131755,-0.133805,-0.140426,0,-0.018125,0.897525,0,0,0,-0.0735438,-0.114193,-0.141652,0,-0.123628,-0.0815646
APPL1,0.120702,-0.222305,-0.250719,-0.16883,0,0.25708,0,0,0,0,0.481354,-0.0637635,-0.0466494,0,-0.201725,-0.0349492
APPL2,-0.188537,-0.152671,-0.0894114,-0.110863,0,-0.157161,0,0,0,0,0.449237,-0.0693865,-0.075669,0,-0.157779,-0.18605
APRT,-0.0471655,0.0357227,0.31973,0.175817,0,0.141593,0,0,0,0,-0.131521,-0.204809,0.163679,0,0.182884,-0.0372543
AQP1,-0.073584,-0.0704661,-0.0744391,-0.076907,0,-0.066631,0.98723,0,0,0,-0.0708337,-0.0760073,-0.0749411,0,-0.0763464,-0.0694776
AQP10,-0.0544269,-0.0483514,-0.0484849,-0.0520139,0,-0.0562484,0,0,0,0,-0.0526811,0.746635,-0.0457159,0,-0.055222,-0.0554128
AQP11,-0.0874127,0.0480089,-0.0766975,-0.0921634,0,-0.0686326,0,0,0,0,-0.0743551,0.351983,0.000377333,0,-0.0817128,-0.114582
AQP3,-0.207003,0.385393,0.443453,0.0457884,0,-0.10421,0,0,0,0,-0.152332,-0.0552647,-0.15547,0,0.498042,-0.205753
AQP5,-0.0575859,-0.0523083,-0.0839192,-0.0780598,0,-0.0612367,0,0.736074,0,0,-0.0704559,-0.0869854,-0.0606514,0,-0.0674038,-0.064607
AQP7,-0.0736306,-0.0638286,-0.0663856,-0.0738796,0,-0.0630401,0.848798,0,0,0,-0.0562983,-0.061828,-0.0703065,0,-0.0717662,-0.0655995
AQP8,-0.0602806,-0.0660784,-0.0661998,-0.067296,0,-0.0385406,0,0,0,0,-0.0600645,0.402665,0.119929,0,-0.0673204,-0.0600715
AQP9,-0.0779602,-0.0767844,-0.0779931,-0.0815989,0,-0.0765218,0,0,0,0,-0.0378737,-0.080736,-0.0770371,0.985728,-0.0789196,0.0708283
AR,-0.0982358,-0.0973831,-0.0966251,-0.0945721,0,-0.0876225,0,0.825807,0,0,-0.0837324,-0.0355072,-0.100387,0,-0.093917,-0.092801
ARAP1,-0.0963925,-0.106569,-0.0873786,-0.0949781,0,-0.0681482,0,0,0,0,0.0603356,-0.0871268,-0.0775369,0.959877,-0.104268,0.0723111
ARAP2,-0.0630239,-0.242353,0.12397,0.541286,0,-0.0402695,0,0,0,0,-0.103169,-0.255179,0.36441,0,0.0890744,-0.0321468
ARAP3,-0.116256,-0.110975,-0.100579,-0.113885,0,-0.10172,0.654287,0,0,0,-0.0930992,-0.0938178,-0.10066,0,-0.110359,-0.0387164
ARCN1,-0.325836,0.304988,-0.125188,-0.222197,0,-0.146366,0,0,0,0,0.0358524,-0.187581,-0.0903275,0,-0.256781,-0.0442821
AREG,-0.133403,-0.0861095,-0.163143,-0.0797772,0,0.394262,0,0,0,0,-0.0491853,0.681251,0.193472,0,-0.092104,0.259057
AREL1,-0.108446,-0.108941,-0.0476985,-0.0485036,0,-0.0828719,0,0,0,0,-0.0325922,-0.0801677,0.00731645,0.908105,-0.0949189,0.00218947
ARF3,-0.297532,-0.219555,-0.0526964,-0.222979,0,0.365011,0,0,0,0,0.149891,-0.193465,-0.151727,0,-0.308583,0.138457
ARF4,-0.242405,0.569332,-0.0543738,-0.14798,0,-0.0821859,0,0,0.592615,0,-0.0869451,-0.128917,-0.130637,0,-0.230789,-0.122171
ARF6,0.0324033,-0.165279,0.33995,0.246456,0.452695,0.160098,0,0,0,0,-0.156619,-0.100351,0.433451,0,-0.00118303,0.0215475
ARFGAP3,-0.313038,0.642358,-0.155347,-0.180076,0,-0.0158883,0,0,0,0,-0.0551646,-0.0925179,-0.00957292,0,-0.261663,0.0870476
ARFGEF2,-0.0695748,0.361999,-0.136836,-0.103134,0,-0.04736,0,0,0,0,0.188212,-0.114101,-0.110007,0,-0.13895,-0.0548232
ARFIP1,-0.134838,-0.161868,-0.0836986,-0.160096,0,-0.138868,0,0,0,0,0.0826685,-0.0732826,-0.0280013,0.759487,-0.193607,-0.0383697
ARFIP2,-0.0985978,0.337331,-0.0154348,-0.0558835,0,-0.104526,0,0,0,0,-0.140579,-0.0621944,-0.0269814,0,-0.101486,-0.219741
ARG1,-0.0730727,-0.065149,-0.0641938,-0.0748732,0,-0.0708426,0,0,0,0,-0.0628446,-0.0746048,-0.062991,0.865434,-0.0743243,-0.0576035
ARG2,-0.169333,-0.14594,0.139794,-0.108064,0,-0.100527,0,0.637184,0,0,0.0223727,0.236635,-0.0837945,0,-0.168465,-0.144902
ARGFX,-0.137448,0.125073,-0.0697555,-0.140448,0,-0.0794783,0,0,0,0.486095,-0.0176202,-0.00323077,-0.142257,0,-0.135081,-0.126596
ARGLU1,0.0264129,-0.237866,0.131205,0.13265,0,-0.188759,0.695776,0,0,0,-0.184524,-0.0647119,0.138771,0,-0.00823694,-0.282778
ARHGAP1,-0.175277,-0.218704,-0.0504445,-0.146241,0,-0.113989,0,0,0,0.736691,-0.13357,-0.164817,-0.00382411,0,-0.145956,-0.0811048
ARHGAP10,-0.177338,-0.159733,-0.0659136,-0.0793448,0,0.0331408,0,0,0,0.87866,0.0534415,-0.0638225,0.026628,0,-0.104696,-0.0774502
ARHGAP11B,0.129881,-0.0904629,0.249769,0.183207,0.552639,-0.0169983,0,0,0,0,-0.133062,-0.13598,0.0329391,0,0.000130777,-0.118238
ARHGAP12,-0.111181,-0.128595,-0.0814375,-0.10697,0,-0.2034,0,0,0,0,0.479854,-0.268623,-0.0141167,0,-0.104225,-0.164669
ARHGAP15,0.0841534,-0.185216,0.245957,0.111241,0.615788,-0.10693,0,0,0,0,-0.166495,-0.0338956,0.0869137,0,0.228946,-0.206759
ARHGAP17,0.15221,-0.270975,-0.0883188,-0.128869,0,0.0988465,0,0,0,0.50755,0.0253206,-0.215141,-0.110766,0,-0.174094,0.0949129
ARHGAP18,-0.207197,-0.143645,-0.123293,-0.103678,0,0.0588678,0,0,0,0,0.528953,0.69568,-0.14759,0,-0.19261,-0.0410649
ARHGAP19-SLIT1,-0.0576449,-0.0489877,0.199645,-0.0621587,0.422679,-0.0235478,0,0,0,0,-0.0336815,-0.0632123,0.00220478,0,-0.056473,-0.0566558
ARHGAP20,-0.101574,-0.115544,-0.109512,-0.0994246,0,-0.0079715,0,0,0,0,0.44124,-0.0956327,-0.122213,0,-0.116437,-0.0967176
ARHGAP21,-0.209542,-0.116986,-0.192305,-0.167512,0,-0.0628313,0,0,0,0,0.613891,-0.0629362,-0.153493,0,-0.185376,-0.037128
ARHGAP22,-0.0771024,-0.130387,-0.120483,-0.122772,0,0.342771,0,0,0,0,0.787167,-0.133256,-0.118647,0,-0.128438,0.0369242
ARHGAP23,-0.0968371,-0.0650052,-0.0949084,-0.0985889,0,-0.0916642,0.93648,0,0,0,-0.0784309,-0.0827882,-0.0991184,0,-0.0950834,-0.0882292
ARHGAP24,0.84253,-0.125553,-0.151105,-0.152918,0,-0.0415953,0,0,0,0,0.294047,-0.151486,-0.155845,0,-0.153895,0.00695801
ARHGAP25,0.0390309,-0.118701,0.0903213,0.0166468,0,-0.115699,0,0,0,0,-0.0834307,0.0428959,0.0802526,0.890888,-0.0434789,-0.114054
ARHGAP26,-0.110839,-0.104224,-0.0970219,-0.0394672,0,-0.073279,0,0,0,0,0.0187169,-0.107031,-0.0437314,0.974191,-0.0963069,0.0284032
ARHGAP27,-0.0618428,-0.0362483,-0.0893172,-0.0987892,0,0.0183459,0,0,0,0,-0.0148417,-0.104773,-0.0580538,0.925687,-0.1165,0.0795278
ARHGAP28,-0.106805,-0.107421,-0.0855844,-0.111615,0,-0.0858231,0,0,0.713674,0,-0.089881,-0.0556456,-0.0875178,0,-0.115439,-0.0945948
ARHGAP29,-0.102843,-0.0971935,-0.100918,-0.102226,0,-0.098695,0.919227,0,0,0,-0.0979168,-0.0656596,-0.0999026,0,-0.10333,-0.0867034
ARHGAP30,-0.0176778,-0.183813,0.120356,0.110747,0,-0.0307677,0,0,0,0,-0.0740425,-0.155274,0.203012,0.789685,0.0182171,0.0397634
ARHGAP31,-0.116997,-0.106378,-0.0901824,-0.123033,0,0.219986,0.862336,0,0,0,0.110216,-0.0561218,-0.115919,0,-0.119965,0.0866982
ARHGAP32,-0.142223,-0.147181,-0.154936,-0.151376,0,-0.105187,0,0.739157,0,0,-0.0214117,0.0498383,-0.13025,0,-0.144116,-0.0680853
ARHGAP35,-0.224209,-0.246409,-0.0572627,0.314515,0,-0.186218,0,0,0,0,0.205063,-0.192549,-0.0592052,0,-0.0442373,-0.167496
ARHGAP42,-0.0932005,0.00622402,-0.107194,-0.10699,0,-0.0892355,0,0,0,0.875115,-0.0792777,-0.100246,-0.0997994,0,-0.108592,-0.0997328
ARHGAP44,0.0201703,0.00717957,-0.0971032,-0.0464799,0,-0.120377,0,0,0,0.693861,-0.123663,-0.0783869,-0.0780496,0,-0.0782691,-0.130427
ARHGAP6,-0.155779,-0.0770822,-0.170626,-0.169069,0,-0.137681,0,0,0,0.648987,0.160724,0.376993,-0.1612,0,-0.172811,-0.136812
ARHGAP8,-0.0910647,-0.0251528,-0.0706031,-0.0807887,0,-0.0912973,0,0.719588,0,0,0.0104032,-0.03519,-0.0164256,0,-0.095114,-0.08995
ARHGAP9,-0.01417,-0.126016,0.11674,0.0896821,0,-0.0817377,0,0,0,0,-0.124036,-0.17247,0.175976,0.840475,-0.0176229,-0.082312
ARHGDIA,-0.172808,-0.221357,0.263061,0.298252,0,0.0373578,0,0,0,0,-0.0690559,-0.432587,0.303476,0,-0.072748,0.0963217
ARHGDIB,0.0437782,-0.247218,0.460882,0.0871282,0.628722,-0.0136204,0,0,0,0,-0.113448,0.036619,0.185618,0,0.0379659,-0.0988907
ARHGEF1,0.030678,-0.217176,0.224479,0.388917,0,-0.171733,0,0,0,0,-0.210243,-0.236179,0.351023,0,0.209033,-0.111019
ARHGEF10,-0.107134,-0.154592,-0.121333,-0.120089,0,-0.100767,0.763254,0,0,0,-0.0783356,-0.127529,-0.0650361,0,-0.0824221,-0.139263
ARHGEF10L,-0.155725,-0.155047,-0.174595,-0.160897,0,0.00806463,0,0,0,0,0.496971,-0.1571,-0.159123,0,-0.167891,0.412888
ARHGEF11,-0.138618,-0.115716,-0.136891,-0.139124,0,-0.0989865,0,0,0,0,0.096259,-0.0436401,-0.13698,0.843811,-0.126152,0.115233
ARHGEF12,-0.176712,-0.128378,-0.0165176,-0.126187,0,-0.155076,0.778378,0,0,0,-0.0964027,0.0172901,-0.0924644,0,-0.165552,-0.178304
ARHGEF15,-0.067838,-0.0679499,-0.0675901,-0.0706981,0,-0.0643129,0.98331,0,0,0,-0.065292,-0.0702028,-0.0680599,0,-0.0713206,-0.0628499
ARHGEF16,-0.0642984,-0.0580358,-0.0900635,-0.100483,0,-0.0627671,0,0.722942,0,0,-0.0599049,-0.0583228,-0.0984947,0,-0.0761007,-0.0802108
ARHGEF17,-0.0921052,-0.0886681,-0.0957916,-0.0944688,0,-0.0844221,0,0,0,0.950431,-0.08351,-0.0869172,-0.0945274,0,-0.0952841,-0.0841814
ARHGEF18,0.00756762,-0.118056,-0.109182,-0.141866,0,-0.093978,0,0,0,0,0.0142121,-0.14958,-0.0297087,0.785687,-0.0401424,0.0093428
ARHGEF2,-0.0145398,-0.184622,-0.098568,-0.10959,0,-0.0181038,0,0,0,0,-0.0283105,0.0371692,-0.0426788,0.887721,-0.126975,0.0264684
ARHGEF25,-0.101077,-0.0870488,-0.103339,-0.101825,0,-0.100702,0,0,0.523772,0.749151,-0.0953664,-0.100753,-0.0897445,0,-0.105132,-0.0956965
ARHGEF26,-0.0835135,-0.160154,-0.0873899,-0.0218701,0,-0.108009,0,0.737744,0,0,-0.127865,0.328099,-0.0522828,0,-0.0760528,-0.147664
ARHGEF28,-0.104848,-0.094567,-0.108782,-0.0909079,0,-0.101139,0.662188,0,0,0,-0.0589839,-0.113889,-0.0674749,0,-0.108955,-0.109419
ARHGEF3,-0.182118,-0.191745,0.143493,0.120403,0.485819,-0.127144,0,0,0,0,-0.123557,-0.165471,0.533219,0,0.0980071,-0.0676183
ARHGEF35,-0.0799691,0.162156,-0.0198579,-0.0526686,0,-0.0275734,0,0.755768,0,0,-0.112658,-0.11814,-0.106218,0,-0.0902261,-0.146432
ARHGEF38,-0.0749168,-0.0465034,-0.0141211,-0.0864392,0,-0.0193309,0,0.617772,0,0,-0.0594731,0.0857731,-0.0528833,0,-0.085632,-0.0667298
ARHGEF39,-0.050106,-0.0992012,0.168176,-0.0959136,0.678024,-0.0217933,0,0,0,0,-0.0575702,-0.149329,0.129902,0,-0.0864092,-0.125851
ARHGEF40,-0.0885561,-0.083589,-0.0877139,-0.091308,0,-0.0711758,0,0,0,0,-0.0397301,-0.0225837,-0.0881315,0.981868,-0.0874565,-0.0261501
ARHGEF5,-0.0918769,0.0897931,0.0338059,-0.00869168,0,-0.065833,0,0.621786,0,0,-0.111143,-0.146919,-0.0893256,0,-0.0265147,-0.156814
ARHGEF6,-0.137584,-0.150445,0.0933377,-0.0742384,0,-0.0519878,0,0,0,0,0.0628226,0.90577,-0.05443,0,-0.0497349,0.00504502
ARHGEF7,-0.101743,-0.155858,-0.0815623,-0.0341046,0,-0.0715421,0,0,0,0.708368,-0.0445492,-0.184768,-0.0826675,0,-0.118825,-0.143462
ARID1A,-0.109302,-0.201408,-0.124344,-0.0888776,0,-0.0681229,0,0,0,0,0.0429048,-0.0277077,-0.0501298,0.878196,-0.119691,0.0934799
ARID1B,-0.0120014,-0.179518,-0.139407,-0.102636,0,-0.0107114,0,0,0,0,0.379428,0.11136,-0.00137605,0,-0.140511,-0.143429
ARID3A,-0.0495163,0.111582,-0.116358,-0.11129,0,0.0529865,0,0,0,0,-0.00617469,-0.0957935,-0.0744163,0.894109,-0.145373,0.125906
ARID3B,-0.086562,0.0586055,-0.0077894,0.00925922,0,-0.0440486,0,0,0,0,-0.0712544,-0.0368675,0.111713,0.762941,-0.0571772,-0.0441506
ARID4A,-0.0421748,-0.161777,0.0620166,-0.0166798,0,-0.098593,0,0,0,0,-0.0101397,-0.00732816,-0.0354154,0.874332,-0.0508218,-0.105196
ARID4B,0.00263918,-0.321677,0.198034,0.310981,0,-0.174041,0,0,0,0,-0.228272,-0.0307325,0.141184,0,0.113721,-0.227153
ARID5A,-0.177334,-0.217075,0.425885,0.382678,0,0.0152115,0,0,0,0,-0.146117,-0.272622,0.106648,0,0.211546,-0.00775573
ARID5B,0.0214666,0.104287,0.420746,0.044515,0,-0.256536,0,0,0,0.538428,-0.149313,-0.272543,-0.154305,0,0.0488028,-0.25942
ARIH1,-0.196014,-0.172381,-0.12044,0.313498,0,-0.144194,0,0,0,0,0.0100397,0.0425381,-0.101036,0,-0.0290521,-0.0232377
ARIH2,-0.159147,-0.0486283,0.248661,0.0340166,0.493365,-0.0482767,0,0,0,0,-0.065212,-0.173891,0.302104,0,-0.114685,-0.185594
ARIH2OS,0.00176905,-0.00266302,0.163773,0.160887,0,-0.0548902,0,0,0,0,-0.0991309,-0.0539667,0.351921,0,0.113674,-0.155715
ARL1,-0.139121,0.579782,-0.0264377,-0.162415,0,-0.15327,0,0,0.475892,0,-0.0383629,-0.0572861,-0.131757,0,-0.17668,-0.211796
ARL11,0.102182,-0.106479,-0.116137,-0.133605,0,0.00552842,0,0,0,0,0.130221,0.0373963,-0.128314,0.871412,-0.128945,0.103654
ARL14EP,0.267492,0.328819,0.0827041,-0.0128187,0,0.067033,0,0,0,0,0.00422457,-0.227071,0.0828889,0,0.0790913,-0.166024
ARL15,-0.087262,-0.0856009,-0.0333418,-0.0591508,0,-0.0768953,0.955982,0,0,0,-0.0192833,-0.0750992,-0.065162,0,-0.0809518,-0.0605552
ARL2,-0.145996,-0.198268,-0.143388,-0.130515,0,-0.0471735,0.569849,0,0,0,0.0078783,0.0812763,-0.124598,0,-0.194282,-0.219377
ARL2-SNX15,-0.0733404,-0.0870264,0.25702,-0.0883228,0.715975,-0.0099116,0,0,0,0,-0.0502518,-0.0953306,0.0515325,0,-0.0761339,-0.0758186
ARL3,-0.266635,-0.0114388,-0.0456776,-0.142783,0,-0.17072,0,0,0,0.56798,-0.0603213,-0.109721,-0.213969,0,-0.181332,-0.181741
ARL4A,0.0430018,-0.290881,-0.0630145,0.10815,0,0.043306,0.674704,0,0,0,0.00345604,0.0394893,-0.0954766,0,0.0584492,0.240491
ARL4C,-0.206011,-0.227523,0.0803821,0.362781,0,0.28458,0,0,0,0,0.103727,-0.223962,0.56719,0,0.21513,-0.148744
ARL5A,0.0628228,0.202754,-0.0385451,-0.128315,0,0.0912054,0,0,0,0,0.680411,-0.0855882,0.0937102,0,-0.203033,-0.0908904
ARL5B,-0.213404,-0.054444,-0.219935,-0.180148,0,0.069143,0,0,0,0,0.0393693,0.341355,-0.1065,0,-0.206836,0.619055
ARL6IP1,-0.171793,-0.30963,0.22849,0.00158291,0,-0.0298135,0,0,0,0,0.344691,0.0467188,-0.00960626,0,-0.21962,-0.176261
ARL6IP4,-0.119545,0.226267,0.101898,0.00177218,0,0.0296454,0,0,0,0,0.0391072,0.368491,0.0229733,0,-0.0597588,-0.0028187
ARL6IP5,-0.101851,-0.295389,0.586067,0.0730235,0.5121,0.0896971,0,0,0,0,-0.00129703,0.0124334,0.198451,0,0.0127198,-0.119109
ARL6IP6,-0.011357,-0.247654,0.350789,0.1738,0.558397,-0.0229978,0,0,0,0,-0.165058,-0.122638,0.15652,0,-0.0134487,-0.143273
ARL8A,-0.191657,-0.136339,-0.14992,-0.121767,0,-0.00285573,0,0,0,0,0.203792,-0.0226035,-0.0732304,0.803192,-0.195368,0.0683862
ARL8B,-0.240605,-0.172445,-0.0841936,-0.207273,0,0.229076,0,0,0,0,0.453903,-0.0344314,-0.0885844,0,-0.272523,0.459693
ARMC10,-0.123379,-0.0184734,-0.021187,-0.139338,0,-0.046736,0,0.636612,0,0,-0.0199287,0.000371942,-0.078189,0,-0.110299,-0.106156
ARMC9,-0.137112,0.0410634,-0.122348,-0.142797,0,-0.10905,0,0,0.638541,0,0.0211659,-0.134121,-0.118677,0,-0.147829,-0.142394
ARMCX1,-0.176262,-0.159361,-0.175518,-0.176458,0,-0.034344,0,0,0.532401,0.475784,0.103818,0.0753037,-0.181957,0,-0.175724,-0.0696806
ARMCX2,-0.0588016,-0.0889447,-0.172238,-0.17039,0,-0.0690785,0,0,0.536688,0.506111,0.0622974,0.0684209,-0.154068,0,-0.162962,-0.153616
ARMCX3,-0.149979,0.525369,-0.179997,-0.143037,0,-0.152427,0,0,0,0,0.0368383,0.321458,-0.0978598,0,-0.213428,-0.185178
ARNTL2,-0.119505,-0.0886219,0.0533137,-0.134592,0,0.219646,0,0.66887,0,0,-0.0107992,-0.149487,-0.124532,0,-0.136969,0.0728535
ARPC1A,-0.164307,-0.0734471,0.0312263,-0.184145,0,-0.160903,0,0.692703,0,0.522442,-0.0935411,-0.191784,-0.147816,0,-0.188658,-0.113078
ARPC1B,-0.0429673,-0.384173,0.406516,-0.110705,0,0.312138,0,0,0,0,0.150842,-0.293045,0.00640354,0,-0.147164,0.313468
ARPC2,-0.015625,-0.24954,0.227715,-0.0407242,0.464147,0.248524,0,0,0,0,-0.00646872,-0.241618,0.414577,0,-0.227034,0.0631685
ARPC3,0.229309,-0.270777,0.162995,-0.104091,0,0.407828,0,0,0,0,0.254638,-0.0529397,0.0651814,0,-0.233374,0.342727
ARPC4-TTLL3,-0.0899126,-0.10599,0.385449,-0.0954907,0.687484,-0.0176111,0,0,0,0,-0.0716732,-0.112764,0.135534,0,-0.103473,-0.0864503
ARPC5,-0.106432,-0.243379,-0.0132533,-0.143484,0,0.105671,0,0,0,0,0.122276,-0.141169,-0.0115065,0.867324,-0.156455,0.189503
ARPC5L,0.0352666,0.165162,0.159003,0.203706,0,-0.15071,0,0,0,0,-0.2315,-0.279109,0.516184,0,-0.100737,-0.247245
ARPIN,-0.172207,-0.173894,-0.164925,-0.172236,0,0.300055,0,0,0,0,0.580319,-0.0397073,-0.161782,0,-0.172717,0.162259
